,illumina_probe_id
4397,cg02243157
4398,cg02243630
4399,cg02243785
4400,cg02244204
4401,cg02244695
4402,cg02245020
4403,cg02245378
4404,cg02245418
4405,cg02245566
4406,cg02246968
4407,cg02247068
4408,cg02247178
4409,cg02247582
4410,cg02247863
4411,cg02248486
4412,cg02249390
4413,cg02249911
4414,cg02250594
4415,cg02250787
4416,cg02250992
4417,cg02251243
4418,cg02251850
4419,cg02252907
4420,cg02252918
4421,cg02253978
4422,cg02254407
4423,cg02254461
4424,cg02254574
4425,cg02255004
4426,cg02255510
4427,cg02255609
4428,cg02256105
4429,cg02256576
4430,cg02256631
4431,cg02257405
4432,cg02257517
4433,cg02257681
4434,cg02257791
4435,cg02258201
4436,cg02258534
4437,cg02259997
4438,cg02260587
4439,cg02261346
4440,cg02261899
4441,cg02262553
4442,cg02263675
4443,cg02263813
4444,cg02263932
4445,cg02264079
4446,cg02264182
4447,cg02264284
4448,cg02264407
4449,cg02265105
4450,cg02265742
4451,cg02265919
4452,cg02266731
4453,cg02267270
4454,cg02268013
4455,cg02268192
4456,cg02268229
4457,cg02268424
4458,cg02269161
4459,cg02269221
4460,cg02270010
4461,cg02271621
4462,cg02272429
4463,cg02272851
4464,cg02272968
4465,cg02272993
4466,cg02273078
4467,cg02273392
4468,cg02273889
4469,cg02274705
4470,cg02275294
4471,cg02275418
4472,cg02275530
4473,cg02275784
4474,cg02275830
4475,cg02275989
4476,cg02276665
4477,cg02276686
4478,cg02276793
4479,cg02276831
4480,cg02276944
4481,cg02277509
4482,cg02278071
4483,cg02278165
4484,cg02279071
4485,cg02279625
4486,cg02279953
4487,cg02280309
4488,cg02281167
4489,cg02281208
4490,cg02282237
4491,cg02282631
4492,cg02283106
4493,cg02283485
4494,cg02283535
4495,cg02283643
4496,cg02283735
4497,cg02284889
4498,cg02285254
4499,cg02285477
4500,cg02286081
4501,cg02286091
4502,cg02286506
4503,cg02286623
4504,cg02286642
4505,cg02286990
4506,cg02287710
4507,cg02290509
4508,cg02291010
4509,cg02291020
4510,cg02291365
4511,cg02291556
4512,cg02291897
4513,cg02292024
4514,cg02293044
4515,cg02293258
4516,cg02293775
4517,cg02294302
4518,cg02294791
4519,cg02295369
4520,cg02295504
4521,cg02296128
4522,cg02297043
4523,cg02297801
4524,cg02297838
4525,cg02298094
4526,cg02298570
4527,cg02298612
4528,cg02299279
4529,cg02300906
4530,cg02301364
4531,cg02301815
4532,cg02302089
4533,cg02303361
4534,cg02304370
4535,cg02304930
4536,cg02305261
4537,cg02305723
4538,cg02306630
4539,cg02306995
4540,cg02307482
4541,cg02307823
4542,cg02308232
4543,cg02308712
4544,cg02309273
4545,cg02309431
4546,cg02309594
4547,cg02309841
4548,cg02310103
4549,cg02310296
4550,cg02311163
4551,cg02311193
4552,cg02311364
4553,cg02312170
4554,cg02312409
4555,cg02312751
4556,cg02314201
4557,cg02314339
4558,cg02315513
4559,cg02315732
4560,cg02315870
4561,cg02316718
4562,cg02317742
4563,cg02317907
4564,cg02318426
4565,cg02318535
4566,cg02318784
4567,cg02318959
4568,cg02318971
4569,cg02319986
4570,cg02320356
4571,cg02320862
4572,cg02321871
4573,cg02322400
4574,cg02322621
4575,cg02322989
4576,cg02323003
4577,cg02323334
4578,cg02323356
4579,cg02324920
4580,cg02325250
4581,cg02325951
4582,cg02326006
4583,cg02326058
4584,cg02326386
4585,cg02326566
4586,cg02326931
4587,cg02327522
4588,cg02327530
4589,cg02327719
4590,cg02327997
4591,cg02328239
4592,cg02329430
4593,cg02329886
4594,cg02330106
4595,cg02331198
4596,cg02331303
4597,cg02331561
4598,cg02332073
4599,cg02332492
4600,cg02332525
4601,cg02332537
4602,cg02333283
4603,cg02333649
4604,cg02334333
4605,cg02334775
4606,cg02335441
4607,cg02335804
4608,cg02336104
4609,cg02336128
4610,cg02336827
4611,cg02337166
4612,cg02341119
4613,cg02341197
4614,cg02341503
4615,cg02341556
4616,cg02341571
4617,cg02342494
4618,cg02343275
4619,cg02343604
4620,cg02343628
4621,cg02343823
4622,cg02344078
4623,cg02344238
4624,cg02344833
4625,cg02345399
4626,cg02346442
4627,cg02346737
4628,cg02346997
4629,cg02347074
4630,cg02347487
4631,cg02347984
4632,cg02347989
4633,cg02348449
4634,cg02348751
4635,cg02351381
4636,cg02352240
4637,cg02352281
4638,cg02352653
4639,cg02353916
4640,cg02354343
4641,cg02356435
4642,cg02357541
4643,cg02357714
4644,cg02357725
4645,cg02358761
4646,cg02358804
4647,cg02359181
4648,cg02360578
4649,cg02360616
4650,cg02360776
4651,cg02360836
4652,cg02361027
4653,cg02361363
4654,cg02361557
4655,cg02362246
4656,cg02362978
4657,cg02363593
4658,cg02364038
4659,cg02364642
4660,cg02364826
4661,cg02365303
4662,cg02366059
4663,cg02366772
4664,cg02367472
4665,cg02368508
4666,cg02369542
4667,cg02370100
4668,cg02372712
4669,cg02374486
4670,cg02374745
4671,cg02375166
4672,cg02375208
4673,cg02375409
4674,cg02376163
4675,cg02376524
4676,cg02376703
4677,cg02378063
4678,cg02378847
4679,cg02379437
4680,cg02380135
4681,cg02380585
4682,cg02381279
4683,cg02381820
4684,cg02381948
4685,cg02382666
4686,cg02383785
4687,cg02384859
4688,cg02385153
4689,cg02385474
4690,cg02385728
4691,cg02385791
4692,cg02386310
4693,cg02386403
4694,cg02387613
4695,cg02387679
4696,cg02387854
4697,cg02388150
4698,cg02388253
4699,cg02388882
4700,cg02389317
4701,cg02390801
4702,cg02391387
4703,cg02391509
4704,cg02391713
4705,cg02392124
4706,cg02393428
4707,cg02393447
4708,cg02393640
4709,cg02393699
4710,cg02393727
4711,cg02394698
4712,cg02394955
4713,cg02395364
4714,cg02396676
4715,cg02397514
4716,cg02397552
4717,cg02397720
4718,cg02398725
4719,cg02399449
4720,cg02399455
4721,cg02400248
4722,cg02401149
4723,cg02401978
4724,cg02402091
4725,cg02402307
4726,cg02402368
4727,cg02402423
4728,cg02402436
4729,cg02402882
4730,cg02403232
4731,cg02404304
4732,cg02404843
4733,cg02405476
4734,cg02407730
4735,cg02407785
4736,cg02409351
4737,cg02409722
4738,cg02411995
4739,cg02412050
4740,cg02412346
4741,cg02412616
4742,cg02413187
4743,cg02413850
4744,cg02415341
4745,cg02415431
4746,cg02416716
4747,cg02417408
4748,cg02417427
4749,cg02419362
4750,cg02420027
4751,cg02420102
4752,cg02420480
4753,cg02421207
4754,cg02421543
4755,cg02422627
4756,cg02422694
4757,cg02423064
4758,cg02423534
4759,cg02423618
4760,cg02423817
4761,cg02424249
4762,cg02425416
4763,cg02425732
4764,cg02426324
4765,cg02426410
4766,cg02427511
4767,cg02427831
4768,cg02428100
4769,cg02430430
4770,cg02430584
4771,cg02430645
4772,cg02430692
4773,cg02431260
4774,cg02431562
4775,cg02431597
4776,cg02431687
4777,cg02431964
4778,cg02431972
4779,cg02432888
4780,cg02433266
4781,cg02433671
4782,cg02435083
4783,cg02435538
4784,cg02436098
4785,cg02436686
4786,cg02437376
4787,cg02438576
4788,cg02438611
4789,cg02439077
4790,cg02440177
4791,cg02440396
4792,cg02441474
4793,cg02441747
4794,cg02442436
4795,cg02442900
4796,cg02443089
4797,cg02445229
4798,cg02446647
4799,cg02447229
4800,cg02447304
4801,cg02447314
4802,cg02448796
4803,cg02449461
4804,cg02449608
4805,cg02449762
4806,cg02449978
4807,cg02450959
4808,cg02451362
4809,cg02451670
4810,cg02451774
4811,cg02451831
4812,cg02452639
4813,cg02452944
4814,cg02452966
4815,cg02452985
4816,cg02453013
4817,cg02453591
4818,cg02453653
4819,cg02454309
4820,cg02455383
4821,cg02456261
4822,cg02456292
4823,cg02457461
4824,cg02459569
4825,cg02459604
4826,cg02459704
4827,cg02460120
4828,cg02460349
4829,cg02461269
4830,cg02462353
4831,cg02462416
4832,cg02463418
4833,cg02466544
4834,cg02466815
4835,cg02467990
4836,cg02468154
4837,cg02469909
4838,cg02470008
4839,cg02470690
4840,cg02470874
4841,cg02470959
4842,cg02471183
4843,cg02471507
4844,cg02471771
4845,cg02473123
4846,cg02473287
4847,cg02473540
4848,cg02474116
4849,cg02477931
4850,cg02479196
4851,cg02479575
4852,cg02480419
4853,cg02480835
4854,cg02481307
4855,cg02481642
4856,cg02481697
4857,cg02481950
4858,cg02482438
4859,cg02484352
4860,cg02484469
4861,cg02486096
4862,cg02486145
4863,cg02486845
4864,cg02486855
4865,cg02487453
4866,cg02488871
4867,cg02488934
4868,cg02488942
4869,cg02489202
4870,cg02489552
4871,cg02490034
4872,cg02491878
4873,cg02492740
4874,cg02492920
4875,cg02492946
4876,cg02493846
4877,cg02493905
4878,cg02493939
4879,cg02494117
4880,cg02496295
4881,cg02496423
4882,cg02497062
4883,cg02497175
4884,cg02497428
4885,cg02497558
4886,cg02497700
4887,cg02497758
4888,cg02498063
4889,cg02499139
4890,cg02500300
4891,cg02500392
4892,cg02501779
4893,cg02501924
4894,cg02501984
4895,cg02502132
4896,cg02502145
4897,cg02503850
4898,cg02503970
4899,cg02504211
4900,cg02504416
4901,cg02504465
4902,cg02505177
4903,cg02505409
4904,cg02505689
4905,cg02505827
4906,cg02506426
4907,cg02506908
4908,cg02507175
4909,cg02507296
4910,cg02507952
4911,cg02508567
4912,cg02508743
4913,cg02508830
4914,cg02510708
4915,cg02510853
4916,cg02511231
4917,cg02511532
4918,cg02512860
4919,cg02512902
4920,cg02513045
4921,cg02513379
4922,cg02515217
4923,cg02515422
4924,cg02515725
4925,cg02516101
4926,cg02516189
4927,cg02516388
4928,cg02516703
4929,cg02517489
4930,cg02518216
4931,cg02518671
4932,cg02518775
4933,cg02519218
4934,cg02519286
4935,cg02519751
4936,cg02519806
4937,cg02522370
4938,cg02523105
4939,cg02523617
4940,cg02523640
4941,cg02523844
4942,cg02524946
4943,cg02524983
4944,cg02525396
4945,cg02525435
4946,cg02525756
4947,cg02527529
4948,cg02527881
4949,cg02528468
4950,cg02530860
4951,cg02531437
4952,cg02532096
4953,cg02532341
4954,cg02532648
4955,cg02532700
4956,cg02533173
4957,cg02533339
4958,cg02533993
4959,cg02534163
4960,cg02537838
4961,cg02537909
4962,cg02538248
4963,cg02538681
4964,cg02538772
4965,cg02539591
4966,cg02539714
4967,cg02541778
4968,cg02543850
4969,cg02543879
4970,cg02543993
4971,cg02544002
4972,cg02544257
4973,cg02545106
4974,cg02545192
4975,cg02546521
4976,cg02547138
4977,cg02547323
4978,cg02547394
4979,cg02547439
4980,cg02548132
4981,cg02548238
4982,cg02549910
4983,cg02550200
4984,cg02550358
4985,cg02551396
4986,cg02551745
4987,cg02552572
4988,cg02552945
4989,cg02553039
4990,cg02553486
4991,cg02554564
4992,cg02554810
4993,cg02555579
4994,cg02555807
4995,cg02556345
4996,cg02556393
4997,cg02556718
4998,cg02556928
4999,cg02556954
5000,cg02557695
5001,cg02557933
5002,cg02558026
5003,cg02558133
5004,cg02559685
5005,cg02560388
5006,cg02561912
5007,cg02562761
5008,cg02564061
5009,cg02564302
5010,cg02564523
5011,cg02564733
5012,cg02565878
5013,cg02566391
5014,cg02566518
5015,cg02566775
5016,cg02567144
5017,cg02569086
5018,cg02569333
5019,cg02569613
5020,cg02570354
5021,cg02570920
5022,cg02571142
5023,cg02571436
5024,cg02571816
5025,cg02571874
5026,cg02571905
5027,cg02573176
5028,cg02573566
5029,cg02573613
5030,cg02573873
5031,cg02574073
5032,cg02574502
5033,cg02575483
5034,cg02576092
5035,cg02576468
5036,cg02577773
5037,cg02577849
5038,cg02577963
5039,cg02578070
5040,cg02578087
5041,cg02578470
5042,cg02579133
5043,cg02579620
5044,cg02579959
5045,cg02580606
5046,cg02580986
5047,cg02581667
5048,cg02582387
5049,cg02582608
5050,cg02582940
5051,cg02583091
5052,cg02583151
5053,cg02583484
5054,cg02583589
5055,cg02583883
5056,cg02584498
5057,cg02584520
5058,cg02586212
5059,cg02586730
5060,cg02588309
5061,cg02588321
5062,cg02589074
5063,cg02589695
5064,cg02590345
5065,cg02590710
5066,cg02592124
5067,cg02592133
5068,cg02593766
5069,cg02595219
5070,cg02595263
5071,cg02595832
5072,cg02596779
5073,cg02596819
5074,cg02597269
5075,cg02597894
5076,cg02599225
5077,cg02599361
5078,cg02599464
5079,cg02600394
5080,cg02600430
5081,cg02600515
5082,cg02602300
5083,cg02602411
5084,cg02602528
5085,cg02602864
5086,cg02603366
5087,cg02603876
5088,cg02604290
5089,cg02604836
5090,cg02605634
5091,cg02606018
5092,cg02606058
5093,cg02607059
5094,cg02607319
5095,cg02607972
5096,cg02608019
5097,cg02608292
5098,cg02609279
5099,cg02609749
5100,cg02609880
5101,cg02610360
5102,cg02610723
5103,cg02611419
5104,cg02611848
5105,cg02611863
5106,cg02611934
5107,cg02612026
5108,cg02613803
5109,cg02613964
5110,cg02614187
5111,cg02614428
5112,cg02615157
5113,cg02616418
5114,cg02616769
5115,cg02616808
5116,cg02617361
5117,cg02618000
5118,cg02619205
5119,cg02620013
5120,cg02620470
5121,cg02620769
5122,cg02621658
5123,cg02621988
5124,cg02622316
5125,cg02623256
5126,cg02623400
5127,cg02624129
5128,cg02624484
5129,cg02624701
5130,cg02625623
5131,cg02626719
5132,cg02626929
5133,cg02626977
5134,cg02627227
5135,cg02627455
5136,cg02627966
5137,cg02628202
5138,cg02629312
5139,cg02629737
5140,cg02629761
5141,cg02630105
5142,cg02630122
5143,cg02630207
5144,cg02630477
5145,cg02630694
5146,cg02630888
5147,cg02631622
5148,cg02631838
5149,cg02631906
5150,cg02631957
5151,cg02632314
5152,cg02633817
5153,cg02633838
5154,cg02634083
5155,cg02634916
5156,cg02635407
5157,cg02635865
5158,cg02635932
5159,cg02636348
5160,cg02637247
5161,cg02637282
5162,cg02637537
5163,cg02639007
5164,cg02639108
5165,cg02639359
5166,cg02639634
5167,cg02640147
5168,cg02640558
5169,cg02640604
5170,cg02641095
5171,cg02641539
5172,cg02641560
5173,cg02641676
5174,cg02641801
5175,cg02644301
5176,cg02644510
5177,cg02645340
5178,cg02645343
5179,cg02646854
5180,cg02647401
5181,cg02647545
5182,cg02648589
5183,cg02648999
5184,cg02649608
5185,cg02650017
5186,cg02650266
5187,cg02650401
5188,cg02651788
5189,cg02652891
5190,cg02654291
5191,cg02654449
5192,cg02654940
5193,cg02655351
5194,cg02656560
5195,cg02656594
5196,cg02656891
5197,cg02657012
5198,cg02657160
5199,cg02657360
5200,cg02657438
5201,cg02659086
5202,cg02659232
5203,cg02659854
5204,cg02660097
5205,cg02660347
5206,cg02660643
5207,cg02661879
5208,cg02662417
5209,cg02664205
5210,cg02665570
5211,cg02665650
5212,cg02668248
5213,cg02668581
5214,cg02668729
5215,cg02668984
5216,cg02670686
5217,cg02671171
5218,cg02671603
5219,cg02671806
5220,cg02672220
5221,cg02672493
5222,cg02672759
5223,cg02674804
5224,cg02675652
5225,cg02675896
5226,cg02676052
5227,cg02676865
5228,cg02677635
5229,cg02678305
5230,cg02679745
5231,cg02681400
5232,cg02681442
5233,cg02681842
5234,cg02683197
5235,cg02683759
5236,cg02683985
5237,cg02685896
5238,cg02686662
5239,cg02686769
5240,cg02687883
5241,cg02688118
5242,cg02688643
5243,cg02689825
5244,cg02691091
5245,cg02691192
5246,cg02691360
5247,cg02692952
5248,cg02693068
5249,cg02693857
5250,cg02694017
5251,cg02694427
5252,cg02694576
5253,cg02695349
5254,cg02696428
5255,cg02697979
5256,cg02698615
5257,cg02699167
5258,cg02699218
5259,cg02699645
5260,cg02699834
5261,cg02700894
5262,cg02701137
5263,cg02703190
5264,cg02704502
5265,cg02704907
5266,cg02705666
5267,cg02705758
5268,cg02706575
5269,cg02707176
5270,cg02707558
5271,cg02709261
5272,cg02710105
5273,cg02711608
5274,cg02711724
5275,cg02712165
5276,cg02712845
5277,cg02712878
5278,cg02713563
5279,cg02714303
5280,cg02714492
5281,cg02715115
5282,cg02715140
5283,cg02716826
5284,cg02717046
5285,cg02717339
5286,cg02717454
5287,cg02717570
5288,cg02717866
5289,cg02718531
5290,cg02718725
5291,cg02719245
5292,cg02719634
5293,cg02720566
5294,cg02720618
5295,cg02721693
5296,cg02721902
5297,cg02722637
5298,cg02723372
5299,cg02723533
5300,cg02723774
5301,cg02724127
5302,cg02724472
5303,cg02725014
5304,cg02725398
5305,cg02725692
5306,cg02726291
5307,cg02726377
5308,cg02727079
5309,cg02727285
5310,cg02727423
5311,cg02729303
5312,cg02729352
5313,cg02729506
5314,cg02730303
5315,cg02730804
5316,cg02732134
5317,cg02732508
5318,cg02732509
5319,cg02733650
5320,cg02734358
5321,cg02734755
5322,cg02735071
5323,cg02735133
5324,cg02735486
5325,cg02736016
5326,cg02736280
5327,cg02736420
5328,cg02736908
5329,cg02737268
5330,cg02737335
5331,cg02738086
5332,cg02738763
5333,cg02739870
5334,cg02740128
5335,cg02740606
5336,cg02740947
5337,cg02741249
5338,cg02741521
5339,cg02741744
5340,cg02742533
5341,cg02742555
5342,cg02742906
5343,cg02742918
5344,cg02742971
5345,cg02743070
5346,cg02743674
5347,cg02743713
5348,cg02743878
5349,cg02744113
5350,cg02744216
5351,cg02744459
5352,cg02745211
5353,cg02745636
5354,cg02745912
5355,cg02747254
5356,cg02747950
5357,cg02748539
5358,cg02749105
5359,cg02749825
5360,cg02750743
5361,cg02750754
5362,cg02751839
5363,cg02753354
5364,cg02753719
5365,cg02755455
5366,cg02755525
5367,cg02756614
5368,cg02756698
5369,cg02756845
5370,cg02757432
5371,cg02757970
5372,cg02758236
5373,cg02759846
5374,cg02760007
5375,cg02760031
5376,cg02762689
5377,cg02763671
5378,cg02764093
5379,cg02764245
5380,cg02764897
5381,cg02765045
5382,cg02765328
5383,cg02765820
5384,cg02766937
5385,cg02767093
5386,cg02767771
5387,cg02768162
5388,cg02768785
5389,cg02769705
5390,cg02770054
5391,cg02770249
5392,cg02770745
5393,cg02770814
5394,cg02771117
5395,cg02772367
5396,cg02773019
5397,cg02773050
5398,cg02773151
5399,cg02773588
5400,cg02774160
5401,cg02774439
5402,cg02774963
5403,cg02775175
5404,cg02775243
5405,cg02775417
5406,cg02776283
5407,cg02776313
5408,cg02776498
5409,cg02778609
5410,cg02779016
5411,cg02779944
5412,cg02780295
5413,cg02780919
5414,cg02780988
5415,cg02781618
5416,cg02782630
5417,cg02782634
5418,cg02784823
5419,cg02784848
5420,cg02784874
5421,cg02786019
5422,cg02787737
5423,cg02787852
5424,cg02787991
5425,cg02788090
5426,cg02788102
5427,cg02789485
5428,cg02790471
5429,cg02791948
5430,cg02792538
5431,cg02792677
5432,cg02792780
5433,cg02793099
5434,cg02793162
5435,cg02794695
5436,cg02795624
5437,cg02795981
5438,cg02796279
5439,cg02796545
5440,cg02797569
5441,cg02798280
5442,cg02798576
5443,cg02798801
5444,cg02799466
5445,cg02801485
5446,cg02801598
5447,cg02801786
5448,cg02802029
5449,cg02802055
5450,cg02802072
5451,cg02803836
5452,cg02803925
5453,cg02804166
5454,cg02804757
5455,cg02805028
5456,cg02805814
5457,cg02805890
5458,cg02806093
5459,cg02806156
5460,cg02806658
5461,cg02806715
5462,cg02807948
5463,cg02808240
5464,cg02809263
5465,cg02809746
5466,cg02810134
5467,cg02810692
5468,cg02810773
5469,cg02810967
5470,cg02811755
5471,cg02812142
5472,cg02812207
5473,cg02812767
5474,cg02812891
5475,cg02813021
5476,cg02813121
5477,cg02813710
5478,cg02813863
5479,cg02814054
5480,cg02814118
5481,cg02815516
5482,cg02816425
5483,cg02816525
5484,cg02816816
5485,cg02818170
5486,cg02818189
5487,cg02818322
5488,cg02819256
5489,cg02819655
5490,cg02819992
5491,cg02821342
5492,cg02821380
5493,cg02821871
5494,cg02822723
5495,cg02823866
5496,cg02824980
5497,cg02826525
5498,cg02827112
5499,cg02827175
5500,cg02827328
5501,cg02828104
5502,cg02829654
5503,cg02829688
5504,cg02829743
5505,cg02831294
5506,cg02831604
5507,cg02832245
5508,cg02832512
5509,cg02832697
5510,cg02833180
5511,cg02836478
5512,cg02836529
5513,cg02836586
5514,cg02836864
5515,cg02837935
5516,cg02838492
5517,cg02839351
5518,cg02840794
5519,cg02841912
5520,cg02841933
5521,cg02843201
5522,cg02844051
5523,cg02844545
5524,cg02844629
5525,cg02844688
5526,cg02844899
5527,cg02847500
5528,cg02847588
5529,cg02848777
5530,cg02849507
5531,cg02849695
5532,cg02849956
5533,cg02850329
5534,cg02850815
5535,cg02850821
5536,cg02852670
5537,cg02852791
5538,cg02852959
5539,cg02853152
5540,cg02853355
5541,cg02853686
5542,cg02854090
5543,cg02854288
5544,cg02854396
5545,cg02855045
5546,cg02855778
5547,cg02856190
5548,cg02856420
5549,cg02856716
5550,cg02856727
5551,cg02856792
5552,cg02857325
5553,cg02858132
5554,cg02858594
5555,cg02858817
5556,cg02859042
5557,cg02859421
5558,cg02859554
5559,cg02859866
5560,cg02859934
5561,cg02860342
5562,cg02861056
5563,cg02861504
5564,cg02861781
5565,cg02862153
5566,cg02862362
5567,cg02862835
5568,cg02863073
5569,cg02863237
5570,cg02863842
5571,cg02863947
5572,cg02864732
5573,cg02864844
5574,cg02865818
5575,cg02865822
5576,cg02866454
5577,cg02867079
5578,cg02868123
5579,cg02868306
5580,cg02868338
5581,cg02869235
5582,cg02869694
5583,cg02870945
5584,cg02871659
5585,cg02871887
5586,cg02872426
5587,cg02872930
5588,cg02873524
5589,cg02873991
5590,cg02874031
5591,cg02874376
5592,cg02874605
5593,cg02875404
5594,cg02875879
5595,cg02876062
5596,cg02877657
5597,cg02878244
5598,cg02878439
5599,cg02878739
5600,cg02878987
5601,cg02879223
5602,cg02879423
5603,cg02879453
5604,cg02879662
5605,cg02879960
5606,cg02880176
5607,cg02880679
5608,cg02881570
5609,cg02882301
5610,cg02883100
5611,cg02883161
5612,cg02883230
5613,cg02883621
5614,cg02885007
5615,cg02886284
5616,cg02886578
5617,cg02887841
5618,cg02888092
5619,cg02888894
5620,cg02889001
5621,cg02889774
5622,cg02889973
5623,cg02890250
5624,cg02890259
5625,cg02890926
5626,cg02891579
5627,cg02891686
5628,cg02892367
5629,cg02892577
5630,cg02892925
5631,cg02895278
5632,cg02896496
5633,cg02897366
5634,cg02899723
5635,cg02900766
5636,cg02900980
5637,cg02901006
5638,cg02901122
5639,cg02901136
5640,cg02901159
5641,cg02902770
5642,cg02903525
5643,cg02904235
5644,cg02904365
5645,cg02905828
5646,cg02905881
5647,cg02906238
5648,cg02907300
5649,cg02909042
5650,cg02909446
5651,cg02909790
5652,cg02912158
5653,cg02912371
5654,cg02913089
5655,cg02913364
5656,cg02914112
5657,cg02914379
5658,cg02914419
5659,cg02914422
5660,cg02915837
5661,cg02915920
5662,cg02916332
5663,cg02916816
5664,cg02917321
5665,cg02917381
5666,cg02917772
5667,cg02917867
5668,cg02917972
5669,cg02918483
5670,cg02919422
5671,cg02920216
5672,cg02920600
5673,cg02921434
5674,cg02921623
5675,cg02922563
5676,cg02922776
5677,cg02923972
5678,cg02924961
5679,cg02927346
5680,cg02927448
5681,cg02927682
5682,cg02927747
5683,cg02928476
5684,cg02928664
5685,cg02928699
5686,cg02929855
5687,cg02929869
5688,cg02930200
5689,cg02930667
5690,cg02930866
5691,cg02930951
5692,cg02930963
5693,cg02930996
5694,cg02931464
5695,cg02931604
5696,cg02931660
5697,cg02932167
5698,cg02932669
5699,cg02932780
5700,cg02933639
5701,cg02935338
5702,cg02935627
5703,cg02936049
5704,cg02936468
5705,cg02936493
5706,cg02936740
5707,cg02937102
5708,cg02937293
5709,cg02937479
5710,cg02938303
5711,cg02938601
5712,cg02938958
5713,cg02939139
5714,cg02940028
5715,cg02940164
5716,cg02940221
5717,cg02940362
5718,cg02941741
5719,cg02942159
5720,cg02943305
5721,cg02943497
5722,cg02944057
5723,cg02944422
5724,cg02945646
5725,cg02946754
5726,cg02946850
5727,cg02947222
5728,cg02947253
5729,cg02947450
5730,cg02951357
5731,cg02952913
5732,cg02953144
5733,cg02954623
5734,cg02954987
5735,cg02956093
5736,cg02956248
5737,cg02956481
5738,cg02956542
5739,cg02957086
5740,cg02957197
5741,cg02959609
5742,cg02959669
5743,cg02959759
5744,cg02961101
5745,cg02961200
5746,cg02961707
5747,cg02962299
5748,cg02962602
5749,cg02963266
5750,cg02964065
5751,cg02964385
5752,cg02964389
5753,cg02964434
5754,cg02964555
5755,cg02964724
5756,cg02965078
5757,cg02966329
5758,cg02968508
5759,cg02968557
5760,cg02969243
5761,cg02969426
5762,cg02970297
5763,cg02970679
5764,cg02970836
5765,cg02971328
5766,cg02973057
5767,cg02973171
5768,cg02973263
5769,cg02973416
5770,cg02973883
5771,cg02973971
5772,cg02974085
5773,cg02975259
5774,cg02975846
5775,cg02976090
5776,cg02976574
5777,cg02976617
5778,cg02977388
5779,cg02977575
5780,cg02977954
5781,cg02978227
5782,cg02978542
5783,cg02978737
5784,cg02979487
5785,cg02979520
5786,cg02980249
5787,cg02981703
5788,cg02981853
5789,cg02982690
5790,cg02982734
5791,cg02983090
5792,cg02983163
5793,cg02983436
5794,cg02983451
5795,cg02983950
5796,cg02985240
5797,cg02985445
5798,cg02985540
5799,cg02986801
5800,cg02987051
5801,cg02987163
5802,cg02987482
5803,cg02988947
5804,cg02989244
5805,cg02989255
5806,cg02989257
5807,cg02989351
5808,cg02989940
5809,cg02990033
5810,cg02990147
5811,cg02990302
5812,cg02990567
5813,cg02991085
5814,cg02991338
5815,cg02991558
5816,cg02992596
5817,cg02992632
5818,cg02992639
5819,cg02992647
5820,cg02994216
5821,cg02994349
5822,cg02994943
5823,cg02994956
5824,cg02994974
5825,cg02995130
5826,cg02995295
5827,cg02995853
5828,cg02997982
5829,cg02998240
5830,cg02999224
5831,cg03000603
5832,cg03000846
5833,cg03000848
5834,cg03001305
5835,cg03001647
5836,cg03002480
5837,cg03002688
5838,cg03003256
5839,cg03003434
5840,cg03004371
5841,cg03005055
5842,cg03005261
5843,cg03005293
5844,cg03007010
5845,cg03007522
5846,cg03007571
5847,cg03008387
5848,cg03008405
5849,cg03009030
5850,cg03011500
5851,cg03011535
5852,cg03012280
5853,cg03012642
5854,cg03013422
5855,cg03014241
5856,cg03014628
5857,cg03014680
5858,cg03014957
5859,cg03015368
5860,cg03015498
5861,cg03017264
5862,cg03017946
5863,cg03019000
5864,cg03019024
5865,cg03019812
5866,cg03020208
5867,cg03020271
5868,cg03020597
5869,cg03020951
5870,cg03021690
5871,cg03021802
5872,cg03022541
5873,cg03023152
5874,cg03024246
5875,cg03024478
5876,cg03025340
5877,cg03025830
5878,cg03026311
5879,cg03026462
5880,cg03027037
5881,cg03027241
5882,cg03028472
5883,cg03029060
5884,cg03029616
5885,cg03030267
5886,cg03030757
5887,cg03031357
5888,cg03032497
5889,cg03033176
5890,cg03033182
5891,cg03035162
5892,cg03035167
5893,cg03035419
5894,cg03035653
5895,cg03035849
5896,cg03036064
5897,cg03036214
5898,cg03037331
5899,cg03038003
5900,cg03038262
5901,cg03038395
5902,cg03038672
5903,cg03039172
5904,cg03039483
5905,cg03039990
5906,cg03040210
5907,cg03040622
5908,cg03041841
5909,cg03042149
5910,cg03043157
5911,cg03043406
5912,cg03044435
5913,cg03044513
5914,cg03044533
5915,cg03044573
5916,cg03045635
5917,cg03046445
5918,cg03046946
5919,cg03047098
5920,cg03047995
5921,cg03048083
5922,cg03048432
5923,cg03048535
5924,cg03049323
5925,cg03050022
5926,cg03050491
5927,cg03050965
5928,cg03051392
5929,cg03052078
5930,cg03052182
5931,cg03054162
5932,cg03054277
5933,cg03054529
5934,cg03055021
5935,cg03055440
5936,cg03055492
5937,cg03055520
5938,cg03056494
5939,cg03056849
5940,cg03057808
5941,cg03058346
5942,cg03059018
5943,cg03059073
5944,cg03059131
5945,cg03059382
5946,cg03059528
5947,cg03059991
5948,cg03060925
5949,cg03061612
5950,cg03061682
